input,output
"I know that the answer to the question ""How are the moves made?"" is in ""The type of situation described above for the last two moves in the game, usually oc-"". Can you tell me what it is?",described
"Extract the answer to the question from the following context.
Question: What is the game that curs several times?
Context: curs several times earlier in the game as each of the corner regions gets ""filled in."" In",the game
"each of these regions, it is typically disadvantageous to move first into an even-

Q: What is it typically disadvantageous to move first into?

A:",an even-
"numbered region. Conversely, it is usually advantageous to move first into an odd-

Q: What is usually advantageous to move first into?

A:",an odd-
"I know that the answer to the question ""What does the numbered region do?"" is in ""numbered region (for the same reason: this gets you the last move in that region). One"". Can you tell me what it is?",gets you the last move in that region
"Extract the answer to the question from the following context.
Question: What is the first word in the passage?
Context: of the surprising corollaries of all this is that it is often advantageous to move into an",often
"odd-numbered region even if it means giving up a corner to do so. Let's look at some

Q: How many corners should be given up to get an odd-numbered region?

A:",one
"I have a test where I am given the following article, what is the answer to the question: What is the name of the first person mentioned in the passage? ?

examples.",david
"

Q: How many points does a team get for a touchdown?

A:",6
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person who is supposed to move? ?

In Diagram 32, it is White's move, but",White
"

Q: What is the name of the company that manufactures the ""Baby Bjorn""?

A:",Bjorn
"Given the following context:

Black is in serious trouble. If it were now

answer the following question:

What is the name of the person who is in serious trouble?",Black
"

Q: What is the name of the city where the first KFC was opened?

A:","Sandersville, Kentucky"
"Extract the answer to the question from the following context.
Question: What is the game Black is playing?
Context: aoboic gd é¢ figih Black's turn, Black would be forced to",aoboic gd é¢ figih
"I have a new situation: John is a chef. He was preparing dinner for his guests. He had two choices, choice A and choice B. Choice A was g7, and choice B was h2 or h7. He had to decide which one to choose.

But I can use this background: choose among g7, h2, or h7 (all of which are

What is an answer for this question: Which one would be better for John, choice A or choice B?",choice B
"Question: ""What was the result of the actions?""

Context: ""disastrous). In order for White to force those""

Answer:",disastrous
"Extract the answer to the question from the following context.
Question: What is the reason for the tempo?
Context: choices on Black, he must gain a tempo",choices on Black
"Extract the answer to the question from the following context.
Question: How would you describe the moves?
Context: without opening up any new safe moves for",safe
"Black. To accomplish this, White needs to

Q: What color does White need to be?

A:",Black
"I have a test where I am given the following article, what is an answer for the question: What is the name of the person who moved to the southwest corner area? ?

move to the southwest corner area, an odd-",Carter
"

Q: What does the word ""dilate"" mean?

A:",to make larger
"

With reference to the above context, How many times did the 1985-86 Bulls lose?",10
"eeeee

Q: What is the name of the company that has the most employees in the world?

A:",eeeee
"Given this review: ""th Lo oee""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"C eee 16

Q: What is the first letter of the alphabet?

Referring to the passage above, the correct answer to the given question is",A
"

Q: What is the name of the song?

A:",All The Stars
"or b8, allowing Black to take the a8 comer.

With reference to the above context, What does Black take?",the a8 comer
"Question: What is the last thing that White does?
If there is no answer, please output ""Insufficient information to provide an answer."".
Movie title: Silent Running
Context: White then takes the last move in that area",takes the last move
"I have a test where I am given the following article, what is the answer to the question: What is the first letter of the second type of tempo? ?

(b7 or b8), gaining a tempo and forcing",b
"Black to make one of the disastrous moves

With reference to the above context, What is black to do?",make one of the disastrous moves
"Extract the answer to the question from the following context.
Question: What is the topic of the text?
Context: discussed above. From this position, White",discussed above
"Given the following context:

is likely to go on to win the game!

answer the following question:

What will happen to Others?",be excited
"I have a test where I am given the following article, what is the answer to the question: What is the first thing you need to know? ?

Now that you know the main principle,",the main principle
"Given the following context:

Diagram 32: White to move here's the bad news: There are many posi-

answer the following question:

What is the name of the person who has to move?",White
"I have a new situation: John is a scientist. He has four researches in front of him, research A, research B, research C, and research D. Research A and research B are related, but research A and research C are not related. Research C and research D are related. John needs to know similarities and differences between these researches.

But I can use this background: tions similar to that shown in Diagram 32

What is an answer for this question: Would research C have diagram 32 or not have diagram 32?",have
"I have a new situation: Bob is a tennis player. He plays tennis with his friend Sam. Sam is not as good as Bob.

But I can use this background: that will not work as well. A good player

What is an answer for this question: Who would play better, Bob or Sam?",Bob
"I am a customer trying to decide whether to buy a product. I read this review:

needs to be able to distinguish the phony

Will I buy it?",Yes
"Extract the answer to the question from the following context.
Question: What is the first word in the passage?
Context: from the real thing. For example, in Dia-",from
"I have a game board with pieces on it. I move one piece from one position to another. The board is now in a new state. What is the state of the board after I move the piece?

The board is in the following state: gram 33, a White move to b7 fails: Black

I move the piece from gram 33 to b7.",Black
"can safely move to a8, since White will be

Q: What can safely move to a8?

Referring to the passage above, the correct answer to the given question is",White
"unable to follow with b8. Black then gets

Q: What color is Black?

A:",Black
"Extract the answer to the question from the following context.
Question: What is the last move?
Context: the last move in that region (b8) on his next",b8
"Extract the answer to the question from the following context.
Question: What is the color of the person in the passage?
Context: turn. Meanwhile, White is forced to open up",White
"Question: What is the second word in the poem?
Context: the North edge, and his momentum 1s lost.

Answer:",edge
"I have a game board like this:

Fortunately for White, a move to b8, in Dia-

If I ask ""What is the piece that White moved to b8?"" what would be the answer ?",Pawn
"I have a review: gram 33, will work. But change the disc at

I have a question: What is the name of the disc that needs to be changed?

Answer:",gram 33
"c6 (in Diagram 33) to White. Now neither

With reference to the above context, What is the name of the diagram?",Diagram 33
"I know that the answer to the question ""What is the first number mentioned?"" is in ""b7 nor b8 will work (try it!). Other varia-"". Can you tell me what it is?",7
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person who was born in the 1950s? ?

",Ronald Reagan
"eee e” tions of this sort exist. The general advice is:

With reference to the above context, What is the general advice?",eee e” tions of this sort exist
"Extract the answer to the question from the following context.
Question: What is the technique?
Context: 1@ ecee For the technique to work, you must have",ecee
"Given this review: ""eeee access to the last move in the region. Once""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"again there is no substitute for planning

Q: What is the best way to avoid problems?

Referring to the passage above, the correct answer to the given question is",planning
"

Q: What is the name of the character who is the subject of the movie?

A:",Carl
"Diagram 33: White to move ahead! But the good news is that many times

Q: What is the good news?

Referring to the passage above, the correct answer to the given question is",many times
"it does work -- as it does in the example

Q: What does it do in the example?

Referring to the passage above, the correct answer to the given question is",it does work
"

Q: What is the name of the company that makes the product?

A:",Walmart
"Given the following passage

""rice"",

answer the following question. Note that the answer is present within the text.

Question: What is the name of the food that is the most widely consumed staple food in the world?",rice
"Extract the answer to the question from the following context.
Question: What is the name of the person who is the subject of the book?
Context: ",Mother
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""Ck er 1S)""",5
"

With reference to the above context, What is the name of the character that is a former slave?",Scarlett
"Given the following context:

OOOO

answer the following question:

What is the name of the person who is a master of the universe?",He-Man
"

With reference to the above context, What is the name of the group that was formed to help with the cleanup?",the cleanup
"Given the following context:

Othello: Brief & Basic

answer the following question:

What is the name of the play that Othello is?",Othello
"Extract the answer to the question from the following context.
Question: What is the first word in the first paragraph?
Context: shown in Diagram 34. Here, Black has con-",shown
"I have a new situation: Bob is a carpenter who makes fine wooden furniture. He has just finished a beautiful table and is now ready to attach the legs. Each leg has a tenon, a protrusion that fits into a mortise, a hole that is cut into the table top. Bob takes the first leg and fits it into the mortise of the table top. Everything looks good so far.

But I have a new situation: Bob takes the second leg and tries to fit it into the mortise, but it doesn't fit.

What will Bob want to do next?",adjust the mortise
"way for White to cut across it. But White can

Q: What can White do?

Referring to the passage above, the correct answer to the given question is",cut across it
"take advantage of the odd-numbered region

Q: What region is odd-numbered?

A:",region
"in the northwest corner area by going to b2.

Q: Where can you find the northwest corner?

A:",b2
"Extract the answer to the question from the following context.
Question: What is the second word in the first sentence?
Context: This forces Black to respond with al (or",This
"White will continue with h8). Now White

Q: What will White continue with?

A:",h8)
"I am trying to decide whether it's worth it to invest in this film proposal. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: Who is the leader of the mercenaries?
Movie title: John Wick
Movie plot: goes to a2, gaining undeniable access to h8!",No I can't
"

Q: What is the name of the book?

Referring to the passage above, the correct answer to the given question is",The Autobiography of Malcolm X
"Given the following passage

""As mentioned above, it is typically disad-"",

answer the following question. Note that the answer is present within the text.

Question: What is the reason it is disad-vantaged?",typically
"Extract the answer to the question from the following context.
Question: What is the opposite of odd?
Context: vantageous to move into an even-numbered",even
"region if you are doing so to gain a tempo

With reference to the above context, Why would you use a region?",to gain a tempo
"I know that the answer to the question ""What is the narrator discussing?"" is in ""(because you and your opponent typically"". Can you tell me what it is?",the game
"I am trying to decide whether it's worth it to invest in the following stock. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Stock: exchange moves, with your opponent getting

Question: what is the main idea of the passage?",exchange moves
"Extract the answer to the question from the following context.
Question: what is the last word in the paragraph?
Context: the last move). But there are numerous ex-",are
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person who has a name that starts with the letter M? ?

ceptions to this too. For example, m Dia-",Dia
"gram 35, if White moves to b7, Black typi-

Q: What color is the piece that has moved to b7?

A:",White
"Extract the answer to the following question from the movie plot. If the question isn't answerable, please output ""Can't answer"".
Question: What is the name of the car that was hit by the train?
Title: The French Connection
Movie plot: cally responds by taking the a8 corner. But",Can't answer
"now, White gets both a7 and b8, getting

With reference to the above context, Who gets both a7 and b8?",White
"I am trying to decide whether it's worth it to invest in this stock. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: What does the number 3 represent in the passage?
Movie title: The Three Musketeers
Movie plot: three (rather than just two) of the four moves",No I can't
"in that region, in addition to the last move. In

With reference to the above context, What does the region have in addition to the last move?",addition to the last move
"fact, a7 and b8 are now free moves, and may

With reference to the above context, What is the name of the move that is now free?",a7
"I know that the answer to the question ""What is the opposite of ""early""?"" is in ""be advantageously deferred until later in the"". Can you tell me what it is?",later
"game. In positions like this, the best defense

Q: What is the best defense in this situation?

Referring to the passage above, the correct answer to the given question is",to hold the ball
"Extract the answer to the question from the following context.
Question: Who is Black?
Context: for Black is typically to decline the a8 move",a8 move
"as long as possible, hoping for a favorable

Q: What is the person hoping for?

A:",a favorable
"change in the board position. Finally, bear in

Q: What does the board position change?

A:","Finally, bear in"
"mind that, despite these exceptions, they re-

With reference to the above context, what are these exceptions?",exceptions
"main exceptions. The rule still ""works"" most

Q: What is the main exception to the rule?

A:","The rule still ""works"" most"
"of the time. [Note: the player with the last

With reference to the above context, What do the players do?",play the game
"Question: ""What is the purpose of this text?""

Context: ""move advantage in all of these positions is""

Answer:",move advantage in all of these positions
"said to have parity. Players typically make

Q: What is the typical parity?

A:",Players typically make
"moves to maintain parity. |

Q: What does the team do to maintain parity?

A:",moves
"

Q: What is the name of the character who is a member of the Misfits?

A:",Curtis
"11. Blocking Techniques: Access

With reference to the above context, What is the name of the technique that is used to block an opponent's access to a target?",Blocking Techniques: Access
"and Poisoned Moves

Q: What type of move is the move that causes the user to be poisoned?

Referring to the passage above, the correct answer to the given question is",Poisoned Moves
"

Q: What does the book describe?

Referring to the passage above, the correct answer to the given question is",the 1915-1916 season
"Blocking techniques refer to ways to

Q: What does blocking do?

Referring to the passage above, the correct answer to the given question is",ways to
"prevent your opponent from taking an other-

Q: What does this rule aim to do?

A:",prevent your opponent from taking an other-
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person who should be wise? ?

wise good move. Naturally, you should be",you
"Extract the answer to the question from the following context.
Question: What is the main idea of the text?
Context: alert both to when you can make such block-",alert
"I am trying to decide whether it's worth it to invest in this stock. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: What is the name of the game?
Movie title: Rocky
Movie plot: ing moves as well as when your opponent",No I can't
"I am trying to decide whether it's worth it to invest in this stock. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: What can be blocked?
Movie title: The Good Move
Movie plot: may be able to block your good move.",good move
"

Q: What is the name of the company that makes the product?

A:",Northwest Lumber
"Denying Access. Numerous times in the

Q: Denying access is a form of what?

A:",Denying Access
"I know that the answer to the question ""What have we done?"" is in ""preceding discussions we have used the term"". Can you tell me what it is?",preceding discussions
"Extract the answer to the question from the following context.
Question: What is the main idea of the passage?
Context: access. For example, it was a key concept to","access. For example, it was a key concept to"
"understanding control of the main diagonals

Q: What is the control of the main diagonals?

A:",understanding
"(Point #8). Now itis time to examine it more

Q: What is the point of the exam?

A:",itis time to examine it more
"formally. Quite simply, you are said to have

With reference to the above context, What is the formal name for a person who is a member of the nobility?",noble
"access to a particular square if you can legal-

With reference to the above context, What is the name of the square?",a particular square
"Extract the answer to the question from the following context.
Question: What is the main point of the passage?
Context: ly go there. A lack of access to a particular",A lack of access to a particular
"square is a type of block, and often a quite

Q: What is a type of block?

Referring to the passage above, the correct answer to the given question is",square
"I have a test where I am given the following article, what is the answer for the question: What color is the person that is frustrated? ?

frustrating one. Thus, In Diagram 36, White",White
"Extract the answer to the question from the following context.
Question: What is the narrator describing?
Context: would easily win the game if he could sim-",the game
"Given the following context:

ply go to b8. But he can't, and so he must go

answer the following question:

Who must go to b8?",he
"to g2 or g7 instead, losing the game.

Q: What happens if a player does not g2 or g7?

A:",losing the game
"

Q: What is the name of the new ""superhero"" that has emerged in the game?

Referring to the passage above, the correct answer to the given question is",Dazzler
"Please answer correctly the following question related to the paragraph below. 

Which friend read more about Othello?

Two friends read the same book, ""Othello: Brief & Basic"" by Shakespeare. Tom read it in one day, while Jim read it in two days.

Hint: Othello: Brief & Basic",Tom
"Given the following passage

"""",

answer the following question. Note that the answer is present within the text.

Question: What does the narrator do?",talks
"

With reference to the above context, What does the 10-year bond rate measure?",the average interest rate on long-term debt
"‘| eeeoe

Q: What was the name of the movie?

A:",‘| eeeoe
"2| | @eVle

With reference to the above context, What is the name of the movie?",2| | @eVle
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""OOO CVe""",5
"Given the following context:

‘I8eecle

answer the following question:

What is the name of the person who was born in the 1950s?",I8eecle
"Given the following passage

"""",

answer the following question. Note that the answer is present within the text.

Question: What is the second to last word in the text?",text
"Given this review: ""eeee UT @-""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"Extract the answer to the question from the following context.
Question: What is the name of the company?
Context: OOOO",OOOO
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person that is a member of the organization that is a leader in the field of marketing and communications? ?

",James K. Polk
"Given this review: ""Oo a mm OW & Wo ht""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"

With reference to the above context, What was the name of the movie that was released in 1957?",The Tin Star
"

Q: What is the name of the first woman to win an Olympic gold medal?

A:",Mlle. Mermod
"Given the following context:

White to move

answer the following question:

What is the move that White should make?",White to move
"

Q: What is the name of the game that the player can play against the computer?

Referring to the passage above, the correct answer to the given question is",Battleship
"Diagram 33:

Q: What is the title of the diagram?

A:",Diagram 33
"I have a test where I am given the following article, what is the answer to the question: What is the full name of the person who was a member of the AFL? ?

",Joe Namath
"I have a test where I am given the following article, what is the answer to the question: What is the full name of the person who was 16 years old? ?

",Carlos Alcaraz
"ooee

Q: What is the name of the company that created the ""Taco Bell"" brand?

A:",ooee
"Extract the answer to the question from the following context.
Question: How many people are there in the group?
Context: oe \)",1
"

Q: What is the name of the program that was created to help with the problem of homelessness?

A:","the 100,000 Homes Project"
"Given the following passage

""oe | Sie,"",

answer the following question. Note that the answer is present within the text.

Question: What is the name of the person who wrote the book?",Jane Eyre
"

Q: What is the name of the company that developed the original 3D printer?

A:",Z Corporation
"Extract the answer to the question from the following context.
Question: What are the first two letters of the first word?
Context: oOo - mm Oo & WH hh",oO
"

Q: What is the name of the car that was stolen?

Referring to the passage above, the correct answer to the given question is",the Toyota Camry
"Diagram 36; White to move

With reference to the above context, What color is to move?",White
"

Q: What is the name of the organization that has the mission to promote the development of the arts?

A:",The Arts Council of Winston-Salem
"Given the following context:

oOo -— mm Oh & HW

answer the following question:

What is the first word in the first paragraph?",oOo
"

Q: What is the name of the dwarf who is the leader of the seven dwarves?

Referring to the passage above, the correct answer to the given question is",Doc
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person who is going to move? ?

Diagram 37: Black to move",Black
"

Q: What does the name mean?

Referring to the passage above, the correct answer to the given question is",A place where you can find anything
"Given the following passage

"""",

answer the following question. Note that the answer is present within the text.

Question: How many people are mentioned in the text?",one
"Extract the answer to the question from the following context.
Question: What is the first name of the person who is a member of the board of directors?
Context: ",Greg
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""O08 eeOe:""",5
"I have a test where I am given the following article, what is the answer to the question: What is the full name of the person who had a book published in 1995? ?

",Vanessa Williams
"Given the following passage

""QOOOOO"",

answer the following question. Note that the answer is present within the text.

Question: What is the first letter of the word ""QOOOOO""?",Q
"Extract the answer to the question from the following context.
Question: What is the second word in the passage?
Context: OOOOOO",OOOOOO
"

Q: What is the name of the person who wrote the book?

Referring to the passage above, the correct answer to the given question is",Bernard Leach
"Extract the answer to the question from the following context.
Question: What is the first name of the person who has a last name of O'Cee?
Context: oe Cee",oe
"

Q: What was the name of the new program?

A:",Electronic Arts Interactive College of Entertainment
"

Q: What is the name of the newborn baby?

A:",Baby
"Diagram 38: Black to move

With reference to the above context, Who moves in Diagram 38?",Black
"Given this review: ""Oo som th f& HW bi""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"Extract the answer to the question from the following context.
Question: What is the main point of the article?
Context: ",research is needed to determine if this is true
"

Q: How many times was the word ""Rock"" used in the song?

Referring to the passage above, the correct answer to the given question is",10
"I am trying to decide whether it's worth it to invest in this stock. To help me I have looked at the stock's price history. One data point from that history is the price of the stock on January 1, 2018 which was $14.00.

Given the paragraph above, please answer correctly the following question:

If the price of the stock were to increase to $15.00 on January 2, 2018, would the stock's price be considered to be higher or lower than it was on January 1, 2018?

Hint: eeeee",higher
"On a scale of 1-5 (with 1 being least favorable and 5 being most favorable), how would you rate this review? ""eyyi""",5
"

Q: What is the name of the first movie?

Referring to the passage above, the correct answer to the given question is",The Sword of Damocles
"Given the following context:

K XX

answer the following question:

What is the name of the person who has a K in their name?",K XX
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person that has the title of the first African American to be a US ambassador to the United Nations? ?

",Andrew Young
"Given the following context:

oOo a mm Om & WH

answer the following question:

What is the first word in the paragraph?",oOo
"

Q: Who was the first person to make a recording?

Referring to the passage above, the correct answer to the given question is",Thomas Edison
"Diagram 39: Black to move

With reference to the above context, Who moves in diagram 39?",Black
"

Q: What is the name of the person who is the head of the department of anthropology?

A:",Dr. Andrew L. Fenton
"

Q: What is the name of the book?

A:",The Raven
"An expert Othello player does more than

Q: How does an expert Othello player play?

Referring to the passage above, the correct answer to the given question is",more than
"hope to avoid these situations (or find his

Q: What do you hope to avoid?

A:",these situations
"opponent in them), he works to accomplish

Q: What does he work to accomplish?

A:",accomplish
"Given the following context:

these goals. In particular, he watches the

answer the following question:

What is the name of the person who watches the goals?",He
"board so as to maintainhis own access to

Q: What was he trying to maintain?

Referring to the passage above, the correct answer to the given question is",his own access
"critical squares while similarly denying ac-

Q: What type of squares are critical squares?

A:",denying
"Given the following context:

cess to his opponent's critical squares. Let's

answer the following question:

What does the player need to do to the opponent's critical squares?",access
"consider some other examples.

Q: what do we need to consider?

A:",some other examples
"

With reference to the above context, What is the name of the one-man play?",The Gospel According to St. Matthew
"In Diagram 37, Black is concerned that

With reference to the above context, Who is concerned in Diagram 37?",Black
"White may eventually find it desirable to at-

Q: What color is White?

Referring to the passage above, the correct answer to the given question is",White
"tack his unbalanced edge by going to g7.

With reference to the above context, What should be done to tackle an unbalanced edge?",go to g7
"Seeking to prevent this, Black goes to bS.

Q: What does Black seek to prevent?

A:",this
"The unique advantage of this move over oth-

Q: What is the unique advantage of the move?

Referring to the passage above, the correct answer to the given question is",over oth-
"Question: ""What is the second word in the paragraph?""

Context: ""er acceptable moves (e.g. c2 or d1), is that it""

Answer:",is
"flips the disc at g5 to Black. Now White no

Q: What color is the disc?

A:",Black
"I have a test where I am given the following article, what is an answer for the question: What does the person that has longer access have access to? ?

longer has access to g7 and Black's unbal-",g7
"Given the following passage

""anced edge is relatively safe. Later in the"",

answer the following question. Note that the answer is present within the text.

Question: What is the name of the product that is safe?",anced edge
"Extract the answer to the question from the following context.
Question: What is the race of the person being referred to?
Context: game, a naive White may feel that he was",White
"simply ""unlucky"" not to have access to 97,

Q: Who is the man that is simply unlucky?

A:",not to have access to 97
"but it was actually Black's foresight that was

Q: Who's foresight was it that was actually correct?

A:",Black's
"I have a test where I am given the following article, what is the answer for the question: What is the name of the person that wants to be responsible? ?

responsible. In Diagram 38, Black wants to",Black
"block White's future access to the a8 corner

Q: What is the name of the corner that White is blocked from?

A:",a8
"region. Black can effect this by moving to

With reference to the above context, What color can effect this by moving to?",Black
"Given the following context:

e8. This pressures White to respond with d8

answer the following question:

What is the name of the person who is pressured to respond with d8?",White
"(otherwise Black would go there on his next

Q: Who would go there on his next?

A:",Black
"tum, and gain a tempo). But White's d8

Q: What can White gain by playing d8?

A:",a tempo
"move flips the Black discs at b6 and c7 to

Q: What does move do?

A:",flips the Black discs at b6 and c7
"White, sealing-off the region to White. The

Q: What is the color of the region?

Referring to the passage above, the correct answer to the given question is",White
"potential weakness of a sealed-off corner

Q: What can be a weakness of a sealed-off corner?

Referring to the passage above, the correct answer to the given question is",potential weakness
"area is clearly shown in Diagram 39. Here

Q: What is the area clearly shown in Diagram 39?

A:",area
"I know that the answer to the question ""What is the opposite of even?"" is in ""White is sealed-off from the odd-numbered"". Can you tell me what it is?",odd
"I have a review: region surrounding the al corner. Black

I have a question: What is the color of the corner?

Answer:",Black
"I have a new situation: Bob is a politician from a small country in Africa. He was invited to attend the G8 summit. He got a chance to meet with world leaders and discuss global issues.

But I can use this background: takes advantage of this by going to g8 (ae.

What is an answer for this question: What does Bob need to do before this?",get invited
"moving into the only other odd-numbered

Q: What is the other odd-numbered house?

A:",the only other odd-numbered
"Question: ""What does the board do?""

Context: ""region on the board). This, in effect, shifts""

Answer:",shifts
"the ""last move"" advantage (discussed in

Q: What is the name of the advantage that allows the player to move a piece to any location on the board?

A:",last move
"I have a new situation: David is an avid chess player. One day he was playing chess with his friend John. David was having a good game and was about to win. Suddenly, his opponent made a mistake and landed in a checkmate position. David won the game.

But I can use this background: Point #10) from White to Black. Thus, be-

What is an answer for this question: Would David be happy or sad with the outcome of the game?",happy
"Given this review: ""cause White cannot go to the al comer area""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Yes
"(e.g. a2 would have been a game-winning

With reference to the above context, What would have been a game winning play?",a2
"move!), White must now give a comer and

With reference to the above context, What must White now give?",a comer
"I am trying to decide whether it's worth it to invest in this film proposal. Can you help me answer a few questions? If you can't, please say ""No I can't"".

Question: Who is the sole survivor?
Movie title: The Dark Knight Rises
Movie plot: lose the game. Indeed, Black (with proper",No I can't
"play) can now get the last move in each of

Q: What can now get the last move in each of?

Referring to the passage above, the correct answer to the given question is",play)
"I have a new situation: Bob is a politician. He wants to visit four corners of the country to see the problems of the people there. This time he is going to visit the southwest corner.

But I can use this background: the 4 corner regions.

What is an answer for this question: Where should Bob go to visit the southwest corner?",southwest
"I have a test where I am given the following article, what is the answer to the question: What is the name of the company that has a logo that is a red circle with a white star in it? ?

",Nike
"Finally, it is worth noting that denial of

Q: what is it worth noting that denial of?

Referring to the passage above, the correct answer to the given question is",denial of
"Given the following context:

access is just another perspective on the ma-

answer the following question:

What does access change?",perspective
"jor principles of move limitation and ""run-

With reference to the above context, What is one of the principles of move limitation?",run-
"Given this review: ""ning your opponent out of moves"" etc. that""
Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?",Definitely
"have been discussed previously. For exam-

Q: What has been discussed previously?

A:",have been discussed previously
"ple, determine what move you would make

Q: What does the narrator want you to do?

Referring to the passage above, the correct answer to the given question is",determine what move you would make
"I have a new situation: Bob is a novice chess player and wants to improve. He went to a chess club to find a partner. At the chess club, he met Dan, who is a grandmaster at chess. They decided to play a game together.

But I can use this background: as White in Diagram 40. The critical obser-

What is an answer for this question: Who would most likely win the game?",Dan
"Question: ""What is the subject of this paragraph?""

Context: ""vation is that Black currently has only one""

Answer:",Black
"I have a test where I am given the following article, what is the answer for the question: What is the name of the move that is safe? ?

safe move: e8. If you can take it away with-",e8
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person whose moves are opened up? ?

out opening up any new safe moves, Black",Black
"will be forced to concede a corner. Taking

Q: what is the team forced to concede?

A:",corner
"e8 itself doesn't work: Black continues with

With reference to the above context, What does black continue with?",e8 itself doesn't work
"I have a test where I am given the following article, what is the answer for the question: What is the name of the person who has a move that succeeds? ?

b8. The move that succeeds is a6! You have",You
"Given the following passage

"""",

answer the following question. Note that the answer is present within the text.

Question: What is the name of the person that is being talked about?",Tony
"Othello: Brief & Basic

Q: Who is the Duke of Venice?

A:",Antonio
"now denied Black access to e8 by flipping

Q: What is the result of flipping?

Referring to the passage above, the correct answer to the given question is",denied Black access to e8
"I have a game board like this:

the Black disc at c6. Black must now make

And I have these directions:

Players take turns to place their pieces on the board. The first player is black, and the second player is white.

Given the directions above, please answer this question: What color is the disc at c6?",Black
"what is likely to be a game-losing move. 1

Q: What is likely to be a game-losing move?

Referring to the passage above, the correct answer to the given question is",1
"

Q: What was the name of the person who was the only person to get a perfect score on the test?

A:",Nathaniel
"I know that the answer to the question ""What is a poisoned move?"" is in ""Poisoned moves. A poisoned move is"". Can you tell me what it is?",A poisoned move is
"Extract the answer to the question from the following context.
Question: What is the second type of move?
Context: another type of blocking move. Actually it is",blocking move
"I have a test where I am given the following article, what is the answer to the question: What is the reason for the semi-denial of access? ?

like a ""semi-denial"" of access: you do not le-",you do not le-
"gally prevent the opponent from moving to a

Q: What does gally prevent the opponent from doing?

A:",moving
"square; you simply make it undesirable to do

Q: What is the best way to make something undesirable to do?

A:",make it square
"so. Technically, a poisoned move 1s defined

Q: What is a poisoned move defined as?

A:","Technically, a poisoned move 1s"
"as a move that cannot be made without flip-

Q: What cannot be done without flipping?

Referring to the passage above, the correct answer to the given question is",move
"ping unwanted discs. As was true for deny-

Q: What would a user do to unwanted discs?

Referring to the passage above, the correct answer to the given question is",ping
"ing access, the good Othello player actively

Q: Who is the good Othello player?

A:",the ing
"searches for opportunities to make this type

Q: What does searches for opportunities to make this type?

Referring to the passage above, the correct answer to the given question is",this type
"of move. Thus, in Diagram 41, White has

With reference to the above context, What color is the piece that has just moved?",White
"two apparently good moves, a7 and f2 (e.g.

Q: What are two apparently good moves?

Referring to the passage above, the correct answer to the given question is",a7 and f2
"Given the following context:

neither move opens up any new safe moves

answer the following question:

What will happen to Others?",be blocked
"Given the following context:

for Black). However, White should avoid the

answer the following question:

What should White avoid doing?",Black
"Given the following context:

a7 move for the moment, preferring the f2

answer the following question:

What is the first move?",a7
"Given the following context:

move. This is because Black currently has a

answer the following question:

What will happen to Black?",lose
"good move at f8. But after White moves to

With reference to the above context, What is the name of the game being played?",f8
"Extract the answer to the question from the following context.
Question: What is the first mentioned number?
Context: f2, the f8 move becomes poisoned (ie. it 1",2
"I have a test where I am given the following article, what is the answer to the question: What will happen to the discs in the f col? ?

would flip all the White discs in the f col-",flip all the White discs
"umn, creating an undesirable wall for = C)

With reference to the above context, What is the reason for the undesirable wall?",umn
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person who was the first to use the name ""Caesar""? ?

",Julius Caesar
"I am trying to decide whether it's worth it to invest in the stock of company A or company B. Company A is in the black, but company B is in the red. I know that the red color indicates a loss, but I am not sure what the black color indicates.

Which company is more likely to go bankrupt?

Hint: Black).",company B
"I have a test where I am given the following article, what is the answer to the question: What is the name of the person who was asked to take a break from the show? ?

",Kelly
"[A slight digression: One reason why oc- 3 IC Wee

Q: What is one reason why OC-3 IC Wee?

A:",A slight digression
